gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService_flag,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,ServiceCount,tenure group,ChurnProbability,RevenueAtRisk,RetentionSegment,RecommendedAction
Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.25,101.9,No,1,1,0,0,0,0,0,0,2,Below 1 year,0.3580589,36.48620187342167,Low Risk,Promote long-term contract
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,1,1,0,1,0,0,0,0,3,Below 3 years,0.73774356,1276.5545629888773,High Risk - High Value,Priority retention offer
Male,Yes,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes,1,0,0,0,1,0,1,0,3,Below 3 years,0.50418824,623.2522923499346,Medium Risk,Promote security service
Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,No,1,1,0,0,0,0,1,0,3,Below 5 years,0.7195304,2623.1200394153593,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,59.25,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.33289456,19.72400289773941,Low Risk,Promote long-term contract
Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.0932854,758.0977690525352,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,1,1,0,0,0,0,0,0,2,Below 3 years,0.061741,35.30041570868343,Low Risk,Standard engagement
Male,Yes,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,3886.85,No,0,0,1,0,1,1,1,1,5,Below 5 years,0.08298669,322.5568164307624,Low Risk,Standard engagement
Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.35091248,724.6869112655521,Low Risk,Promote security service
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.9050672,62.90217077732086,High Risk - New Customer,Onboarding intervention
Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,Yes,0,0,0,0,0,0,0,1,1,Below 1 year,0.6010442,179.38163492679595,Medium Risk,Promote security service
Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,No,1,1,0,1,1,1,1,1,7,oldest Customers,0.25376642,1955.9554161906242,Low Risk,Promote security service
Male,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.12871467,23.574091035872698,Low Risk,Standard engagement
Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes,1,0,0,0,0,0,1,1,3,Below 3 years,0.861407,1034.6789963632823,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,Yes,0,0,1,0,0,1,0,0,2,Below 3 years,0.25684878,276.75456292927265,Low Risk,Promote long-term contract
Male,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No,1,0,1,0,0,0,0,0,2,Below 1 year,0.6791399,34.805920496582985,Medium Risk,Offer technical support
Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,No,1,0,1,1,0,1,0,0,4,Below 5 years,0.06527171,203.74238804318009,Low Risk,Standard engagement
Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,1,0,0,1,0,0,0,0,2,Below 3 years,0.80861145,868.691283506155,High Risk - General,Promote security service
Male,No,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,Yes,1,0,1,0,0,0,0,0,2,Below 1 year,0.6645574,33.62660430669785,Medium Risk,Offer technical support
Male,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No,1,0,1,1,1,1,0,0,5,Below 5 years,0.07477791,173.02112497240307,Low Risk,Standard engagement
Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,1,1,0,0,1,0,0,1,4,Below 3 years,0.5972872,1447.4657472610475,Medium Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,521.35,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.80089074,417.5443892449141,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1252.85,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.047694717,59.75432569552213,Low Risk,Standard engagement
Female,No,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No,0,0,0,0,0,0,1,0,1,Below 1 year,0.76178557,86.80546533763409,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes,1,1,0,1,1,0,1,1,6,oldest Customers,0.57004374,3918.338176086545,Medium Risk,Promote security service
Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.08997864,52.13362561613321,Low Risk,Standard engagement
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.8253452,108.16149084270002,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,Yes,1,0,0,0,1,0,0,1,3,Below 3 years,0.68097955,607.8763952046633,Medium Risk,Promote security service
Male,No,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,Yes,1,1,0,1,0,0,1,1,5,Below 1 year,0.88135165,321.29674392044546,High Risk - High Value,Priority retention offer
Female,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No,1,0,1,0,0,0,0,0,2,Below 3 years,0.55850786,917.9355928212404,Medium Risk,Offer technical support
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.46767974,8.839147067070007,Medium Risk,Promote long-term contract
Male,No,Yes,No,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,No,1,0,0,1,1,0,1,1,5,Below 5 years,0.1712357,603.2034226872028,Low Risk,Promote security service
Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,3591.25,No,1,1,1,1,0,0,0,1,5,Below 5 years,0.24182431,868.451567646116,Low Risk,Offer technical support
Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,No,1,1,1,1,0,0,1,1,6,oldest Customers,0.5633151,3654.337674665451,Medium Risk,Offer technical support
Male,No,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,1,0,0,1,0,0,0,0,2,Below 1 year,0.24824959,118.09233015179633,Low Risk,Promote security service
Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,No,1,0,1,1,0,0,1,1,5,Below 5 years,0.07566549,317.14811319485307,Low Risk,Offer technical support
Female,No,Yes,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,36.55,Yes,0,0,0,0,0,0,0,0,0,Below 1 year,0.6974069,25.490221756696698,Medium Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,1,0,0,0,0,1,1,1,4,Below 1 year,0.8360003,379.042546582222,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,No,1,1,0,0,0,0,0,0,2,Below 1 year,0.31939393,42.239847615361214,Low Risk,Promote long-term contract
Male,Yes,Yes,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes,0,0,0,0,0,0,1,1,2,Below 5 years,0.6332556,1629.33499841094,Medium Risk,Promote security service
Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,0,0,0,0,0,0,0,0,0,Below 3 years,0.66793895,200.9160354614258,Medium Risk,Promote security service
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.49449143,30.386498259007933,Medium Risk,Promote long-term contract
Female,No,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,49.2,3580.95,No,0,0,1,1,1,0,0,1,4,oldest Customers,0.12939483,463.35641388595104,Low Risk,Offer technical support
Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,No,1,0,0,1,0,0,0,0,2,Below 1 year,0.53743356,267.77627359330654,Medium Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,1,0,0,1,0,1,1,0,4,Below 5 years,0.34703156,1294.3409740403295,Low Risk,Promote security service
Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes,1,1,0,1,1,0,1,1,6,Below 5 years,0.350976,1670.5930674076083,Low Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.15,5720.95,No,1,0,1,1,0,0,1,1,5,Below 5 years,0.31428725,1798.0216158479452,Low Risk,Offer technical support
Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.9089555,64.12681154310702,High Risk - New Customer,Onboarding intervention
Male,No,No,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,No,0,0,1,0,0,1,1,0,3,Below 3 years,0.2869428,290.2426521331072,Low Risk,Promote long-term contract
Male,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,No,1,0,1,0,0,1,0,0,3,Below 3 years,0.2209392,290.6123821087181,Low Risk,Promote long-term contract
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,1,1,0,0,0,0,1,0,3,Below 1 year,0.91030777,165.22085934877396,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Yes,1,1,0,0,0,0,1,1,4,Below 5 years,0.5836184,2567.6291617155075,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,Yes,1,1,1,1,1,0,1,1,7,Below 5 years,0.31246975,2020.11693790555,Low Risk,Offer technical support
Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.07524257,497.7220864318311,Low Risk,Standard engagement
Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,456.85,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.092755705,42.37544388324022,Low Risk,Standard engagement
Male,No,No,No,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,No,0,0,0,0,0,1,0,1,2,oldest Customers,0.10916335,305.6300929617137,Low Risk,Promote security service
Female,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.73295796,95.39447838664056,High Risk - New Customer,Onboarding intervention
Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes,1,1,0,1,0,0,0,0,3,Below 5 years,0.6509582,2844.849988013506,Medium Risk,Promote security service
Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,1,1,0,0,0,0,1,1,4,Below 1 year,0.9292301,86.92947528958321,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),46.0,2424.05,No,0,0,0,0,1,1,0,1,3,Below 5 years,0.08011638,194.20610192343594,Low Risk,Promote security service
Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.55,469.85,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.25895122,121.66822927743198,Low Risk,Promote long-term contract
Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,No,1,1,1,1,1,0,0,0,5,oldest Customers,0.13670477,589.1360532358289,Low Risk,Offer technical support
Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625.0,Yes,1,1,1,1,0,1,1,0,6,Below 3 years,0.17486759,284.15982611477375,Low Risk,Standard engagement
Male,No,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,No,0,0,0,0,1,0,1,1,3,Below 3 years,0.6301744,1072.3362650752067,Medium Risk,Promote security service
Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,Yes,1,0,0,0,0,0,1,0,2,Below 3 years,0.72829807,1020.2363486230373,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes,1,1,1,1,1,1,1,1,8,oldest Customers,0.3232575,2807.4267871856687,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,No,1,1,0,0,0,0,0,0,2,Below 3 years,0.06530545,31.731917702406644,Low Risk,Standard engagement
Female,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,No,1,1,0,0,0,0,0,0,2,Below 3 years,0.058576368,46.691222769767045,Low Risk,Standard engagement
Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,No,1,1,0,1,1,1,1,1,7,Below 5 years,0.31401166,1538.8612572535872,Low Risk,Promote security service
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.7,69.7,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.84213054,58.69649876356125,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,Yes,1,1,1,0,1,0,1,1,6,Below 5 years,0.46304977,2678.974440872669,Medium Risk,Offer technical support
Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,1,1,0,1,1,0,1,1,6,Below 3 years,0.6764613,2466.03959402442,Medium Risk,Promote security service
Female,No,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,0,0,0,1,1,1,1,1,5,oldest Customers,0.07617832,328.35522054396574,Low Risk,Promote security service
Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,1,1,1,1,1,0,1,1,7,Below 5 years,0.24936913,794.9015057735145,Low Risk,Offer technical support
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,1007.8,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.11852886,119.45338291823863,Low Risk,Standard engagement
Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,1,0,0,0,0,0,1,1,3,Below 3 years,0.8347676,1160.827796792984,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,474.8,Yes,1,1,0,0,0,0,1,0,3,Below 1 year,0.8885281,421.8731459617615,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,No,1,1,0,0,0,0,0,0,2,Below 3 years,0.6292873,907.4322901964188,Medium Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,Yes,1,0,0,0,1,1,1,0,4,Below 1 year,0.76868016,201.43263469040394,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.6027019,11.843092381954193,Medium Risk,Promote long-term contract
Female,No,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,No,1,0,0,0,0,1,0,1,3,Below 5 years,0.30134678,665.7202365398407,Low Risk,Promote security service
Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.05216945,45.676961621269584,Low Risk,Standard engagement
Female,No,Yes,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,1,1,0,1,0,0,1,1,5,Below 3 years,0.501039,662.6491667032242,Medium Risk,Promote security service
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.51412314,10.051107421517372,Medium Risk,Promote long-term contract
Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No,1,1,0,1,0,0,1,1,5,Below 5 years,0.25974593,1332.3537384018302,Low Risk,Promote security service
Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No,1,0,1,1,0,0,0,0,3,Below 3 years,0.32473114,536.7643400594592,Low Risk,Offer technical support
Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.62951833,120.26947696506979,Medium Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,No,1,1,1,0,1,1,1,1,7,oldest Customers,0.20080426,1265.2375427499414,Low Risk,Standard engagement
Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.09454003,787.7217089995742,Low Risk,Standard engagement
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,700.45,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.09136534,63.996850562095645,Low Risk,Standard engagement
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,Yes,1,0,0,0,0,0,1,1,3,Below 1 year,0.90138656,216.73839811384676,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes,1,1,1,0,0,0,1,1,5,Below 3 years,0.66611516,2134.665962737799,Medium Risk,Offer technical support
Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.7114046,376.68874713778496,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,No,1,1,0,1,0,1,1,1,6,Below 5 years,0.50186014,2305.8717003107067,Medium Risk,Promote security service
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,Yes,1,1,0,0,0,0,1,0,3,Below 1 year,0.92465216,79.5663183003664,High Risk - High Value,Priority retention offer
